,marketplace,title,price,sold,city,link,extraction_date
260,tokopedia,VGA Gigabyte GeForce RTX 2060 D6 6GB GDDR6 GV-N2060D6-6GD Baru,Rp10.800.000,,Jakarta Barat,https://www.tokopedia.com/alcatroz/vga-gigabyte-geforce-rtx-2060-d6-6gb-gddr6-gv-n2060d6-6gd-baru?whid=0,2021-10-26
261,tokopedia,VGA Palit RTX 2060 Gamming Pro OC 8GB 256bit GDDR6,Rp5.795.000,,Kab. Cianjur,https://www.tokopedia.com/istanacomputerci/vga-palit-rtx-2060-gamming-pro-oc-8gb-256bit-gddr6?whid=0,2021-10-26
262,tokopedia,VGA MSI RTX 2060 Ventus 6GB OC DDR6,Rp6.700.000,Terjual 6,Kab. Bandung,https://www.tokopedia.com/archygallery/vga-msi-rtx-2060-ventus-6gb-oc-ddr6?whid=0,2021-10-26
263,tokopedia,VGA CARD ASUS Dual GeForce RTX 2060 OC / RTX2060 6GB GDDR6 192 Bit,Rp10.900.000,Terjual 8,Kota Bandung,https://www.tokopedia.com/foursquarecomp/vga-card-asus-dual-geforce-rtx-2060-oc-rtx2060-6gb-gddr6-192-bit?whid=0,2021-10-26
264,tokopedia,VGA GRAPHIC CARD GIGABYTE RTX 2060 6GB/192 READY LIMITED BUNDLE,Rp9.500.000,1 barang berhasil terjual,Kota Batam,https://www.tokopedia.com/jayakompu/vga-graphic-card-gigabyte-rtx-2060-6gb-192-ready-limited-bundle?whid=0,2021-10-26
265,tokopedia,VGA COLORFUL GeForce RTX 2060 6G V2 MURAH BARU BERMUTU,Rp7.994.000,,Jakarta Barat,https://www.tokopedia.com/farhan11-1/vga-colorful-geforce-rtx-2060-6g-v2-murah-baru-bermutu?whid=0,2021-10-26
266,tokopedia,PC Rakitan Intel I5 10400F VGA RTX 2060 6GB OC Gaming Desain Ready,Rp15.750.000,,Kota Semarang,https://www.tokopedia.com/dmcompsmg/pc-rakitan-intel-i5-10400f-vga-rtx-2060-6gb-oc-gaming-desain-ready?whid=0,2021-10-26
267,tokopedia,HP OMEN 15 en0013AX 1E8C7PA R7 4800H 16GB 512GB VGA RTX 2060 6GB W10,Rp18.500.000,,Kota Semarang,https://www.tokopedia.com/gemacomputama/hp-omen-15-en0013ax-1e8c7pa-r7-4800h-16gb-512gb-vga-rtx-2060-6gb-w10?whid=0,2021-10-26
268,tokopedia,VGA ASUS RTX 2060 ROG STRIX GAMING 6GB,Rp15.000.000,,Jakarta Barat,https://www.tokopedia.com/airaol/vga-asus-rtx-2060-rog-strix-gaming-6gb?whid=0,2021-10-26
269,tokopedia,VGA GTX 1660 6GB VGA RTX 2060 6GB VGA 1650 4GB RX 550 4GB NVIDIA MURAH - 1650 SUPER,Rp9.780.000,,Jakarta Barat,https://www.tokopedia.com/gadgetsr/vga-gtx-1660-6gb-vga-rtx-2060-6gb-vga-1650-4gb-rx-550-4gb-nvidia-murah-1650-super?whid=0,2021-10-26
270,tokopedia,VGA MSI GeForce RTX 2060 Ventus 6GB GDDR6,Rp7.283.200,,Kota Surabaya,https://www.tokopedia.com/gyasashop/vga-msi-geforce-rtx-2060-ventus-6gb-gddr6?whid=0,2021-10-26
271,tokopedia,VGA MSI RTX 2060 VENTUS GP OC 6GB DUAL FAN,Rp11.999.000,,Jakarta Pusat,https://www.tokopedia.com/warriorcom/vga-msi-rtx-2060-ventus-gp-oc-6gb-dual-fan?whid=0,2021-10-26
272,tokopedia,vga nvidia geforce gigabyte rtx 2060 oc 6gb ddr6,Rp10.950.000,,Jakarta Pusat,https://www.tokopedia.com/allsparepartcom/vga-nvidia-geforce-gigabyte-rtx-2060-oc-6gb-ddr6?whid=0,2021-10-26
273,tokopedia,vga msi rtx 2060 ventus oc edition not 1660 3060 rtx3060 2060super,Rp10.899.000,1 barang berhasil terjual,Jakarta Timur,https://www.tokopedia.com/sixsix87/vga-msi-rtx-2060-ventus-oc-edition-not-1660-3060-rtx3060-2060super?whid=0,2021-10-26
274,tokopedia,VGA INNO3D GTX 1660Ti No RTX 2060 3060 Rx 5600. 5700 Xt Vega Quadro,Rp9.500.000,,Jakarta Utara,https://www.tokopedia.com/rafaefa/vga-inno3d-gtx-1660ti-no-rtx-2060-3060-rx-5600-5700-xt-vega-quadro?whid=0,2021-10-26
275,tokopedia,VGA MSI Geforce RTX 2060 Ventus XS 6GB Ventus XS 6 GB OC DDR6,Rp7.259.000,,Jakarta Utara,https://www.tokopedia.com/budstorei/vga-msi-geforce-rtx-2060-ventus-xs-6gb-ventus-xs-6-gb-oc-ddr6?whid=0,2021-10-26
276,tokopedia,VGA ASUS Geforce RTX 2060 Dual Evo OC 6GB - 6 GB GDDR6,Rp11.700.000,,Jakarta Pusat,https://www.tokopedia.com/ragamhardisk/vga-asus-geforce-rtx-2060-dual-evo-oc-6gb-6-gb-gddr6?whid=0,2021-10-26
277,tokopedia,PROMO Vga Gigabyte Geforce Rtx 2060 Oc 6G (Rev. 1.0),Rp10.348.000,,Jakarta Pusat,https://www.tokopedia.com/komputer-official1/promo-vga-gigabyte-geforce-rtx-2060-oc-6g-rev-1-0?whid=0,2021-10-26
278,tokopedia,VGA Zotac Gaming GeForce RTX 2060 6GB,Rp10.250.000,,Kota Palembang,https://www.tokopedia.com/wwwsatriaputraco/vga-zotac-gaming-geforce-rtx-2060-6gb?whid=0,2021-10-26
279,tokopedia,PC GAMING SULTAN INTEL CORE I9 10900F I VGA RTX 2060 MANTUL,Rp23.500.000,,Kota Bandung,https://www.tokopedia.com/ilhamcomputerbdg/pc-gaming-sultan-intel-core-i9-10900f-i-vga-rtx-2060-mantul?whid=0,2021-10-26
280,tokopedia,VGA ASUS DUAL GeForce RTX 2060 O6G EVO GDDR6 HDMI DVI-D - ASUS RTX2060,Rp11.310.000,,Kab. Sidoarjo,https://www.tokopedia.com/bintangkurniawn/vga-asus-dual-geforce-rtx-2060-o6g-evo-gddr6-hdmi-dvi-d-asus-rtx2060?whid=0,2021-10-26
281,tokopedia,VGA Colorful iGame Geforce RTX 2060 SUPER Ultra-V 8GB - 8 GB GDDR6,Rp8.749.000,,Jakarta Barat,https://www.tokopedia.com/vianastore1260/vga-colorful-igame-geforce-rtx-2060-super-ultra-v-8gb-8-gb-gddr6?whid=0,2021-10-26
282,tokopedia,VGA GALAX Geforce RTX 2060 SUPER 8GB DDR6 (1-Click OC) TERMURAH,Rp9.642.000,,Jakarta Barat,https://www.tokopedia.com/farhan11-1/vga-galax-geforce-rtx-2060-super-8gb-ddr6-1-click-oc-termurah?whid=0,2021-10-26
283,tokopedia,VGA GIGABYTE RTX 2060 OC 6GB,Rp11.250.000,,Jakarta Utara,https://www.tokopedia.com/vipbarcode/vga-gigabyte-rtx-2060-oc-6gb?whid=0,2021-10-26
284,tokopedia,VGA MSI GeForce RTX 2060 GAMING Z 6G Graphics Processing NVIDIA,Rp12.900.000,Terjual 5,Jakarta Pusat,https://www.tokopedia.com/supernovaharco/vga-msi-geforce-rtx-2060-gaming-z-6g-graphics-processing-nvidia?whid=0,2021-10-26
285,tokopedia,Vga Inno 3D Geforce Rtx 2060 Super 8Gb Ddr6 Twin X2,Rp14.111.000,,Kab. Bekasi,https://www.tokopedia.com/tokonila-1/vga-inno-3d-geforce-rtx-2060-super-8gb-ddr6-twin-x2?whid=0,2021-10-26
286,tokopedia,Colorful RTX 2060 NB V | VGA GEFORCE RTX2060 6GB 192BIT,Rp10.990.000,,Kota Surabaya,https://www.tokopedia.com/logitechplus/colorful-rtx-2060-nb-v-vga-geforce-rtx2060-6gb-192bit?whid=0,2021-10-26
287,tokopedia,Vga ASUS RTX 2060 Dual Evo OC 6GB - Asus Geforce RTX 2060 OC 6GB Dual,Rp11.850.000,,Jakarta Pusat,https://www.tokopedia.com/dstorecomputer/vga-asus-rtx-2060-dual-evo-oc-6gb-asus-geforce-rtx-2060-oc-6gb-dual?whid=0,2021-10-26
288,tokopedia,mining rig 1 set vga gtx 1660 super /1660ti / rtx 2060 sebulan dapat,Rp16.271.200,,Jakarta Barat,https://www.tokopedia.com/rdgam/mining-rig-1-set-vga-gtx-1660-super-1660ti-rtx-2060-sebulan-dapat?whid=0,2021-10-26
289,tokopedia,VGA Colorful iGame Geforce RTX 2060 SUPER Vulcan X OC-V 8GB GDDR6,Rp10.957.700,,Jakarta Barat,https://www.tokopedia.com/vianastore1260/vga-colorful-igame-geforce-rtx-2060-super-vulcan-x-oc-v-8gb-gddr6?whid=0,2021-10-26
290,tokopedia,PALIT GeForce RTX 2060 Super 8 GB Dual GDDR6 Vga Card RTX 2060 Super,Rp16.250.000,Terjual 4,Jakarta Barat,https://www.tokopedia.com/jososhop/palit-geforce-rtx-2060-super-8-gb-dual-gddr6-vga-card-rtx-2060-super?whid=0,2021-10-26
291,tokopedia,VGA GIGABYTE GEFORCE RTX 2060 OC,Rp9.230.000,,Jakarta Barat,https://www.tokopedia.com/sinagogue/vga-gigabyte-geforce-rtx-2060-oc?whid=0,2021-10-26
292,tokopedia,VGA GEFORCE RTX 2060 SUPER SC ULTRA GAMING 08G P4 3067 QXsxVC,Rp10.351.000,,Kota Bandung,https://www.tokopedia.com/sherlytamara/vga-geforce-rtx-2060-super-sc-ultra-gaming-08g-p4-3067-qxsxvc?whid=0,2021-10-26
293,tokopedia,vga geforce rtx 2060 6gb ddr6,Rp10.900.000,,Jakarta Pusat,https://www.tokopedia.com/dilvezt/vga-geforce-rtx-2060-6gb-ddr6?whid=0,2021-10-26
294,tokopedia,Vga Asus Dual RTX 2060 6GB GDDR6 New,Rp10.600.000,,Jakarta Barat,https://www.tokopedia.com/patrols/vga-asus-dual-rtx-2060-6gb-gddr6-new?whid=0,2021-10-26
295,tokopedia,VGA ASUS GeForce RTX 2060 / RTX2060 Dual EVO OC - 6GB GDDR6,Rp11.350.000,2 barang berhasil terjual,Jakarta Barat,https://www.tokopedia.com/hoshiyomi/vga-asus-geforce-rtx-2060-rtx2060-dual-evo-oc-6gb-gddr6?whid=0,2021-10-26
296,tokopedia,PC GAMING R5 2600 RAM 16 GB M2 128/1TB VGA RTX 2060 6 gb LED LG 24MK60,Rp15.000.000,,Kota Bandung,https://www.tokopedia.com/alyfacom/pc-gaming-r5-2600-ram-16-gb-m2-128-1tb-vga-rtx-2060-6-gb-led-lg-24mk60?whid=0,2021-10-26
297,tokopedia,Pc Gaming Render AMD Ryzen 9 5950X - 32GB - SSD 1TB - VGA RTX 2060 6GB,Rp43.800.000,,Jakarta Selatan,https://www.tokopedia.com/starseventeen/pc-gaming-render-amd-ryzen-9-5950x-32gb-ssd-1tb-vga-rtx-2060-6gb?whid=0,2021-10-26
298,tokopedia,VGA ASUS RTX 2060 DUAL OC 6GB FREE MAINBOARD ASUS Z490I,Rp14.252.000,,Jakarta Pusat,https://www.tokopedia.com/dilvezt/vga-asus-rtx-2060-dual-oc-6gb-free-mainboard-asus-z490i?whid=0,2021-10-26
299,tokopedia,Paket Mining 4 VGA RTX 2060 atau GTX 1660 Super,Rp54.075.000,,Kab. Subang,https://www.tokopedia.com/pctuyul/paket-mining-4-vga-rtx-2060-atau-gtx-1660-super?whid=0,2021-10-26
